Order Date,Category,Sub-Category,Region,Sales,Profit,Quantity,Year,Month
2017-06-03,Technology,Accessories,West,1099.5,362.835,10,2017,6
2014-04-08,Furniture,Tables,South,1215.92,316.1392,8,2014,4
2014-10-11,Office Supplies,Labels,South,7.31,3.4357,1,2014,10
2014-10-11,Furniture,Furnishings,South,8.92,3.9248,4,2014,10
2017-07-07,Furniture,Bookcases,East,87.21,-45.3492,3,2017,7
2017-07-07,Office Supplies,Paper,East,15.552,5.4432,3,2017,7
2017-07-07,Technology,Phones,East,683.988,-113.998,2,2017,7
2017-07-07,Office Supplies,Storage,East,13.392,1.0044,3,2017,7
2017-07-07,Technology,Accessories,East,16.776,4.8231,3,2017,7
2017-07-07,Technology,Accessories,East,527.92,85.787,2,2017,7
2016-07-04,Furniture,Furnishings,West,25.4,8.636,5,2016,7
2016-07-04,Technology,Phones,West,177.48,19.9665,3,2016,7
2016-07-04,Technology,Phones,West,71.976,8.997,3,2016,7
2017-05-19,Technology,Phones,Central,95.992,9.5992,1,2017,5
2017-05-19,Office Supplies,Labels,Central,13.216,4.2952,4,2017,5
2017-10-12,Technology,Accessories,West,435.84,130.752,12,2017,10
2017-10-12,Office Supplies,Art,West,5.88,1.5876,2,2017,10
2016-08-06,Technology,Phones,West,211.168,18.4772,4,2016,8
2014-08-25,Furniture,Furnishings,West,6.28,2.6376,1,2014,8
2014-08-25,Technology,Accessories,West,95.1,30.432,5,2014,8
2014-08-25,Office Supplies,Paper,West,25.92,12.4416,4,2014,8
2014-08-25,Office Supplies,Storage,West,48.84,13.1868,4,2014,8
2015-09-14,Office Supplies,Binders,Central,25.9,12.691,5,2015,9
2017-03-05,Office Supplies,Envelopes,South,42.68,19.6328,4,2017,3
2017-03-05,Technology,Accessories,South,299.97,125.9874,3,2017,3
2017-03-05,Office Supplies,Appliances,South,262.24,78.672,2,2017,3
2017-03-05,Office Supplies,Binders,South,234.36,112.4928,6,2017,3
2017-04-15,Office Supplies,Paper,Central,20.736,7.2576,4,2017,4
2014-03-30,Office Supplies,Art,East,10.5,2.94,5,2014,3
2014-11-11,Furniture,Furnishings,East,23.968,7.7896,2,2014,11
2014-11-11,Furniture,Bookcases,East,521.96,-250.5408,4,2014,11
2016-03-12,Office Supplies,Storage,West,676.55,6.7655,5,2016,3
2016-03-12,Office Supplies,Appliances,West,154.9,40.274,5,2016,3
2016-03-12,Office Supplies,Envelopes,West,30.56,14.9744,4,2016,3
2016-03-12,Furniture,Chairs,West,770.352,77.0352,3,2016,3
2017-02-09,Furniture,Furnishings,West,21.12,6.5472,4,2017,2
2014-11-11,Technology,Phones,West,575.928,57.5928,9,2014,11
2014-11-11,Office Supplies,Appliances,West,7.78,2.0228,2,2014,11
2014-11-11,Office Supplies,Paper,West,123.92,55.764,4,2014,11
2017-08-20,Office Supplies,Supplies,West,17.22,5.166,3,2017,8
2017-08-20,Office Supplies,Storage,West,226.56,63.4368,6,2017,8
2017-08-20,Technology,Phones,West,107.88,10.788,3,2017,8
2016-01-15,Office Supplies,Paper,East,81.98,40.1702,2,2016,1
2014-07-20,Office Supplies,Paper,West,104.85,50.328,1,2014,7
2014-07-20,Office Supplies,Binders,West,8.704,3.1552,2,2014,7
2014-07-20,Office Supplies,Paper,West,19.92,9.7608,4,2014,7
2014-07-20,Furniture,Furnishings,West,43.02,15.4872,3,2014,7
2017-02-06,Furniture,Bookcases,East,240.784,30.098,1,2017,2
2015-12-25,Office Supplies,Appliances,East,414.96,124.488,2,2015,12
2016-10-08,Office Supplies,Storage,South,387.72,-67.851,5,2016,10
2017-07-13,Office Supplies,Storage,Central,360.38,93.6988,2,2017,7
2017-07-13,Office Supplies,Paper,Central,13.56,6.2376,2,2017,7
2017-04-24,Technology,Phones,West,552.0,34.5,10,2017,4
2014-09-07,Furniture,Tables,Central,429.9,111.774,5,2014,9
2014-09-07,Office Supplies,Binders,Central,32.06,15.3888,2,2014,9
2014-09-07,Furniture,Chairs,Central,161.96,45.3488,2,2014,9
2014-09-07,Office Supplies,Storage,Central,19.86,5.7594,2,2014,9
2016-11-21,Office Supplies,Paper,East,12.96,6.3504,2,2016,11
2017-09-16,Office Supplies,Paper,East,20.544,6.42,6,2017,9
2016-07-19,Furniture,Furnishings,South,185.58,76.0878,6,2016,7
2016-07-19,Office Supplies,Binders,South,77.56,35.6776,2,2016,7
2016-07-19,Office Supplies,Storage,South,87.92,0.8792,4,2016,7
2016-07-19,Office Supplies,Paper,South,245.94,120.5106,6,2016,7
2016-07-19,Office Supplies,Binders,South,8.6,4.042,1,2016,7
2016-07-19,Furniture,Bookcases,South,504.9,126.225,5,2016,7
2017-09-15,Office Supplies,Binders,West,2357.488,884.058,7,2017,9
2017-09-15,Technology,Phones,West,369.544,32.3351,7,2017,9
2017-09-15,Furniture,Chairs,West,184.752,-20.7846,3,2017,9
2016-12-11,Office Supplies,Storage,East,64.96,-4.06,5,2016,12
2016-12-11,Office Supplies,Supplies,East,13.52,1.69,2,2016,12
2016-12-11,Furniture,Chairs,East,458.43,-137.529,5,2016,12
2016-12-11,Office Supplies,Appliances,East,387.136,24.196,4,2016,12
2016-12-11,Furniture,Tables,East,328.59,-147.8655,3,2016,12
2014-12-10,Furniture,Chairs,West,338.352,4.2294,3,2014,12
2014-12-10,Office Supplies,Paper,West,25.92,12.4416,4,2014,12
2014-12-10,Office Supplies,Paper,West,91.36,42.0256,4,2014,12
2014-12-13,Furniture,Furnishings,West,87.96,7.6965,3,2014,12
2014-12-13,Office Supplies,Binders,West,5.214,-4.1712,2,2014,12
2017-09-21,Office Supplies,Binders,South,12.294,-8.6058,1,2017,9
2017-09-07,Furniture,Furnishings,West,19.76,8.2992,4,2017,9
2015-11-02,Furniture,Chairs,East,109.764,8.5372,2,2015,11
2017-12-11,Technology,Phones,East,128.85,3.8655,3,2017,12
2017-04-01,Furniture,Furnishings,South,127.95,21.7515,3,2017,4
2015-12-30,Office Supplies,Paper,West,68.52,31.5192,3,2015,12
2015-12-30,Office Supplies,Storage,West,74.94,14.2386,3,2015,12
2015-12-30,Technology,Machines,West,2548.56,286.713,6,2015,12
2015-12-30,Office Supplies,Envelopes,West,271.44,122.148,3,2015,12
2015-12-30,Technology,Phones,West,287.88,35.985,3,2015,12
2016-03-10,Office Supplies,Paper,West,14.9,7.152,5,2016,3
2016-03-10,Technology,Phones,West,4158.912,363.9048,8,2016,3
2014-04-06,Furniture,Furnishings,West,91.96,15.6332,2,2014,4
2014-04-06,Furniture,Furnishings,West,33.11,12.9129,7,2014,4
2014-04-06,Office Supplies,Paper,West,19.44,9.3312,3,2014,4
2014-04-06,Office Supplies,Paper,West,55.48,26.6304,1,2014,4
2014-10-05,Office Supplies,Appliances,East,91.92,11.49,5,2014,10
2016-08-13,Office Supplies,Appliances,South,17.34,4.6818,2,2016,8
2016-08-13,Technology,Accessories,South,71.98,15.1158,2,2016,8
2014-11-17,Office Supplies,Envelopes,Central,7.08,2.478,3,2014,11
2017-04-24,Technology,Accessories,East,69.98,4.8986,2,2017,4
2017-08-24,Office Supplies,Appliances,East,646.272,64.6272,8,2017,8
2017-08-24,Office Supplies,Paper,East,10.368,3.7584,2,2017,8
2017-02-23,Office Supplies,Fasteners,West,8.4,0.336,5,2017,2
2017-02-23,Technology,Phones,West,71.96,25.186,5,2017,2
2016-11-19,Office Supplies,Art,South,18.48,6.006,2,2016,11
2016-11-14,Office Supplies,Art,West,9.84,2.8536,3,2016,11
2017-07-06,Furniture,Chairs,South,239.24,23.924,1,2017,7
2016-12-25,Furniture,Furnishings,East,21.12,6.5472,4,2016,12
2017-04-23,Office Supplies,Supplies,East,54.9,15.372,5,2017,4
2015-12-14,Furniture,Furnishings,West,15.24,5.1816,3,2015,12
2015-04-19,Office Supplies,Appliances,Central,19.568,-52.8336,2,2015,4
2015-04-19,Office Supplies,Binders,Central,310.392,-512.1468,4,2015,4
2016-09-04,Furniture,Furnishings,South,42.6,16.614,3,2016,9
2016-09-04,Office Supplies,Binders,South,113.94,54.6912,6,2016,9
2016-09-04,Office Supplies,Storage,South,129.92,5.1968,4,2016,9
2016-09-04,Office Supplies,Art,South,5.28,2.5344,3,2016,9
2017-09-24,Technology,Phones,West,859.2,75.18,3,2017,9
2017-09-24,Technology,Machines,West,506.28,177.198,3,2017,9
2016-02-04,Furniture,Furnishings,West,14.368,3.9512,2,2016,2
2017-05-19,Furniture,Chairs,South,314.352,-35.3646,3,2017,5
2017-05-19,Office Supplies,Paper,South,27.888,10.1094,7,2017,5
2015-09-03,Furniture,Furnishings,West,238.152,89.307,3,2015,9
2016-06-09,Furniture,Tables,Central,692.94,173.235,3,2016,6
2015-11-07,Office Supplies,Binders,South,16.146,-12.9168,9,2015,11
2015-11-07,Office Supplies,Binders,South,1345.485,-1031.5385,5,2015,11
2016-06-15,Office Supplies,Paper,Central,173.488,54.215,7,2016,6
2015-04-25,Office Supplies,Art,Central,57.75,16.17,5,2015,4
2015-04-25,Office Supplies,Appliances,Central,272.4,76.272,5,2015,4
2016-09-23,Office Supplies,Paper,East,11.952,4.0338,3,2016,9
2016-09-23,Furniture,Furnishings,East,28.0,7.7,4,2016,9
2016-09-23,Office Supplies,Binders,East,12.201,-9.7608,7,2016,9
2016-08-18,Office Supplies,Binders,Central,2.068,-3.4122,1,2016,8
2016-08-18,Office Supplies,Paper,Central,83.84,30.392,8,2016,8
2014-03-02,Office Supplies,Envelopes,East,11.36,5.3392,2,2014,3
2014-03-02,Office Supplies,Paper,East,36.4,17.472,5,2014,3
2014-12-30,Technology,Accessories,East,27.968,6.992,2,2014,12
2015-04-10,Office Supplies,Storage,East,142.04,38.3508,4,2015,4
2015-04-10,Office Supplies,Art,East,14.67,6.0147,3,2015,4
2015-12-25,Technology,Copiers,West,1199.96,224.9925,5,2015,12
2015-12-25,Office Supplies,Paper,West,12.6,6.174,3,2015,12
2015-12-25,Office Supplies,Paper,West,17.94,8.073,3,2015,12
2015-04-05,Office Supplies,Labels,East,23.904,7.7688,6,2015,4
2015-01-17,Office Supplies,Supplies,South,88.96,10.008,8,2015,1
2017-05-20,Furniture,Chairs,West,518.272,-97.176,8,2017,5
2017-05-20,Furniture,Furnishings,West,6.98,3.3504,1,2017,5
2017-05-20,Technology,Machines,West,343.2,38.61,1,2017,5
2017-08-13,Office Supplies,Labels,East,17.544,5.9211,3,2017,8
2015-12-31,Office Supplies,Storage,Central,152.688,-26.7204,2,2015,12
2015-12-31,Office Supplies,Fasteners,Central,3.488,0.5668,2,2015,12
2015-12-31,Office Supplies,Supplies,Central,5.888,-1.3248,2,2015,12
2017-12-25,Office Supplies,Binders,West,153.552,51.8238,3,2017,12
2017-12-25,Office Supplies,Storage,West,270.62,2.7062,2,2017,12
2016-09-01,Technology,Accessories,East,468.9,206.316,6,2016,9
2016-09-01,Technology,Accessories,East,72.48,30.4416,2,2016,9
2016-09-01,Office Supplies,Supplies,East,10.95,3.285,3,2016,9
2016-09-01,Furniture,Furnishings,East,191.82,61.3824,3,2016,9
2017-08-05,Office Supplies,Storage,Central,151.056,7.5528,9,2017,8
2014-02-18,Furniture,Furnishings,Central,25.16,-11.322,5,2014,2
2016-11-22,Office Supplies,Binders,Central,6.216,-9.6348,6,2016,11
2016-11-22,Office Supplies,Art,Central,23.616,2.6568,9,2016,11
2016-11-22,Technology,Accessories,Central,24.032,-0.6008,2,2016,11
2016-11-22,Office Supplies,Labels,Central,2.088,0.6786,1,2016,11
2016-11-22,Office Supplies,Binders,Central,4.488,-6.732,6,2016,11
2015-12-14,Furniture,Furnishings,West,29.22,12.8568,3,2015,12
2015-06-13,Office Supplies,Paper,South,6.48,3.1104,1,2015,6
2017-12-28,Office Supplies,Binders,West,1.188,-0.99,2,2017,12
2017-09-20,Furniture,Chairs,East,272.646,18.1764,3,2017,9
2017-09-20,Technology,Accessories,East,212.8,95.76,2,2017,9
2017-09-20,Office Supplies,Paper,East,38.52,18.1044,9,2017,9
2017-09-20,Technology,Accessories,East,72.64,21.792,2,2017,9
2017-09-20,Office Supplies,Storage,East,45.4,12.712,4,2017,9
2017-09-20,Office Supplies,Paper,East,13.76,6.3296,2,2017,9
2017-09-20,Furniture,Chairs,East,80.991,8.0991,1,2017,9
2017-09-20,Office Supplies,Binders,East,11.784,3.9771,3,2017,9
2017-09-20,Office Supplies,Fasteners,East,4.36,1.7876,2,2017,9
2017-09-20,Furniture,Chairs,East,2888.127,609.7157,11,2017,9
2017-09-20,Technology,Phones,East,1299.66,350.9082,2,2017,9
2017-09-20,Furniture,Chairs,East,2254.41,375.735,5,2017,9
2017-09-20,Technology,Phones,East,104.85,28.3095,3,2017,9
2017-09-20,Technology,Accessories,East,59.97,20.3898,3,2017,9
2017-08-22,Furniture,Tables,East,314.532,-83.8752,2,2017,8
2015-06-18,Office Supplies,Art,South,13.632,3.5784,4,2015,6
2014-12-20,Office Supplies,Appliances,Central,19.432,-49.5516,2,2014,12
2014-12-20,Technology,Accessories,Central,65.44,-8.18,5,2014,12
2016-09-11,Office Supplies,Labels,Central,6.0,2.1,2,2016,9
2016-09-11,Office Supplies,Binders,Central,1.908,-3.2436,3,2016,9
2016-11-12,Furniture,Chairs,East,1474.802,-21.0686,7,2016,11
2016-11-12,Office Supplies,Appliances,East,110.096,33.0288,2,2016,11
2016-11-12,Office Supplies,Fasteners,East,16.752,5.4444,6,2016,11
2016-11-12,Furniture,Chairs,East,1537.074,0.0,9,2016,11
2016-11-12,Furniture,Chairs,East,449.372,-12.8392,2,2016,11
2016-03-14,Office Supplies,Binders,West,41.904,14.1426,6,2016,3
2016-11-13,Technology,Phones,East,2279.96,592.7896,4,2016,11
2016-11-13,Office Supplies,Labels,East,14.94,6.8724,3,2016,11
2017-09-19,Technology,Phones,West,191.976,19.1976,3,2017,9
2017-09-19,Office Supplies,Art,West,23.832,6.5538,3,2017,9
2017-09-19,Furniture,Furnishings,West,409.216,61.3824,8,2017,9
2017-09-19,Furniture,Bookcases,West,72.588,-128.2388,2,2017,9
2017-12-04,Office Supplies,Storage,Central,61.568,4.6176,2,2017,12
2015-08-31,Office Supplies,Paper,Central,20.96,6.812,4,2015,8
2017-06-03,Technology,Accessories,West,44.75,8.5025,5,2017,6
2017-06-03,Office Supplies,Paper,West,11.96,5.382,2,2017,6
2017-06-03,Office Supplies,Binders,West,3.912,1.2714,1,2017,6
2016-03-31,Furniture,Chairs,East,327.996,54.666,6,2016,3
2014-10-25,Office Supplies,Binders,West,49.408,18.528,4,2014,10
2017-03-26,Technology,Accessories,South,53.25,20.7675,3,2017,3
2017-03-26,Office Supplies,Fasteners,South,3.76,1.316,2,2017,3
2014-12-27,Furniture,Chairs,East,767.214,161.9674,14,2014,12
2017-09-15,Office Supplies,Paper,South,163.96,59.4355,5,2017,9
2016-08-16,Furniture,Tables,West,161.28,12.096,2,2016,8
2016-11-04,Office Supplies,Art,West,192.8,55.912,4,2016,11
2015-10-18,Technology,Accessories,Central,27.696,3.462,3,2015,10
2015-10-18,Office Supplies,Appliances,Central,73.164,-186.5682,6,2015,10
2016-10-31,Office Supplies,Paper,South,32.064,11.2224,6,2016,10
2014-03-30,Furniture,Bookcases,West,205.666,-12.098,2,2014,3
2015-04-18,Office Supplies,Storage,West,115.44,30.0144,3,2015,4
2017-07-09,Office Supplies,Paper,East,274.8,134.652,5,2017,7
2017-07-09,Office Supplies,Storage,East,195.64,3.9128,4,2017,7
2017-07-09,Technology,Phones,East,257.98,74.8142,2,2017,7
2017-07-09,Office Supplies,Art,East,119.04,48.8064,6,2017,7
2017-06-27,Office Supplies,Paper,Central,20.07,9.2322,3,2017,6
2014-12-22,Office Supplies,Art,West,11.76,3.1752,4,2014,12
2017-11-21,Office Supplies,Art,West,11.76,3.1752,4,2017,11
2017-11-21,Office Supplies,Binders,West,40.736,14.7668,2,2017,11
2016-06-27,Technology,Phones,West,201.584,12.599,2,2016,6
2017-12-28,Furniture,Chairs,West,340.704,-34.0704,6,2017,12
2016-04-08,Furniture,Bookcases,South,354.9,88.725,5,2016,4
2014-03-18,Furniture,Bookcases,West,1198.33,70.49,10,2014,3
2017-07-03,Office Supplies,Storage,West,87.92,0.8792,4,2017,7
2017-04-20,Furniture,Furnishings,East,51.968,10.3936,2,2017,4
2017-04-20,Office Supplies,Storage,East,51.336,5.7753,3,2017,4
2017-04-20,Office Supplies,Storage,East,332.704,33.2704,1,2017,4
2017-04-20,Furniture,Furnishings,East,42.408,9.5418,3,2017,4
2016-08-03,Office Supplies,Envelopes,Central,81.54,38.3238,3,2016,8
2016-08-03,Technology,Accessories,Central,167.28,23.4192,12,2016,8
2016-12-03,Office Supplies,Storage,West,772.68,108.1752,4,2016,12
2014-03-19,Technology,Phones,South,323.976,28.3479,3,2014,3
2014-03-19,Office Supplies,Labels,South,11.808,3.9852,4,2014,3
2014-03-19,Office Supplies,Storage,South,26.16,1.962,3,2014,3
2014-03-19,Office Supplies,Binders,South,33.57,-25.737,5,2014,3
2014-03-19,Furniture,Furnishings,South,4.992,1.3728,3,2014,3
2014-03-19,Furniture,Furnishings,South,20.016,5.5044,3,2014,3
2014-03-19,Technology,Accessories,South,170.24,53.2,2,2014,3
2015-04-20,Office Supplies,Paper,Central,117.456,44.046,3,2015,4
2015-09-19,Office Supplies,Paper,West,22.96,11.2504,2,2015,9
2014-08-27,Office Supplies,Paper,South,13.36,6.4128,2,2014,8
2016-12-19,Office Supplies,Binders,East,34.248,11.5587,3,2016,12
2016-12-19,Office Supplies,Art,East,3.52,1.0208,2,2016,12
2014-08-02,Office Supplies,Binders,Central,26.7,12.549,5,2014,8
2014-08-02,Technology,Accessories,Central,21.2,9.116,2,2014,8
2014-08-02,Office Supplies,Storage,Central,838.38,226.3626,2,2014,8
2015-09-21,Furniture,Chairs,South,1690.04,422.51,4,2015,9
2015-09-21,Office Supplies,Storage,South,85.96,24.0688,7,2015,9
2015-09-21,Office Supplies,Envelopes,South,121.96,57.3212,2,2015,9
2015-09-21,Office Supplies,Paper,South,23.92,11.7208,4,2015,9
2015-09-21,Office Supplies,Storage,South,63.96,6.396,2,2015,9
2015-09-21,Technology,Phones,South,629.95,176.386,5,2015,9
2015-09-21,Technology,Phones,South,113.73,32.9817,3,2015,9
2015-09-21,Office Supplies,Binders,South,14.6,6.862,2,2015,9
2015-09-21,Office Supplies,Storage,South,887.84,17.7568,8,2015,9
2016-12-11,Furniture,Chairs,West,403.92,25.245,5,2016,12
2015-08-07,Office Supplies,Art,East,106.8,10.68,10,2015,8
2015-11-15,Office Supplies,Storage,East,70.95,20.5755,3,2015,11
2015-11-15,Office Supplies,Binders,East,34.944,11.7936,6,2015,11
2015-11-15,Office Supplies,Art,East,119.04,35.712,6,2015,11
2017-04-04,Technology,Phones,Central,383.84,47.98,4,2017,4
2016-12-24,Furniture,Furnishings,East,799.56,207.8856,9,2016,12
2017-12-13,Office Supplies,Storage,West,31.44,8.4888,3,2017,12
2017-12-22,Office Supplies,Paper,Central,25.92,9.072,5,2017,12
2017-12-22,Office Supplies,Binders,Central,6.33,-9.8115,5,2017,12
2017-12-22,Office Supplies,Paper,Central,75.88,26.558,5,2017,12
2017-10-21,Technology,Phones,East,329.988,-76.9972,2,2017,10
2017-10-21,Office Supplies,Storage,East,71.376,-4.461,3,2017,10
2015-11-13,Office Supplies,Paper,Central,63.77,28.6965,7,2015,11
2015-11-13,Technology,Phones,Central,50.97,13.2522,3,2015,11
2015-11-13,Office Supplies,Paper,Central,96.08,46.1184,2,2015,11
2015-04-16,Technology,Copiers,Central,1439.968,485.9892,4,2015,4
2015-04-16,Technology,Accessories,Central,43.56,-4.9005,3,2015,4
2016-12-16,Furniture,Chairs,West,563.92,7.049,5,2016,12
2016-10-21,Technology,Phones,East,235.152,-47.0304,8,2016,10
2017-12-01,Furniture,Furnishings,East,7.712,1.7352,2,2017,12
2016-10-20,Office Supplies,Paper,Central,51.016,15.9425,7,2016,10
2016-10-20,Office Supplies,Fasteners,Central,25.248,7.89,4,2016,10
2016-10-20,Furniture,Chairs,Central,56.686,-14.5764,1,2016,10
2017-09-29,Office Supplies,Storage,East,51.168,-6.396,2,2017,9
2017-08-18,Office Supplies,Binders,West,2793.528,942.8157,9,2017,8
2017-08-18,Office Supplies,Storage,West,1000.02,290.0058,7,2017,8
2017-08-18,Furniture,Furnishings,West,65.94,22.4196,3,2017,8
2017-11-12,Office Supplies,Fasteners,West,18.24,9.12,3,2017,11
2017-11-12,Office Supplies,Appliances,West,76.12,22.0748,2,2017,11
2014-10-11,Office Supplies,Envelopes,West,7.64,3.7436,1,2014,10
2015-11-28,Furniture,Furnishings,East,68.16,27.9456,3,2015,11
2015-11-28,Office Supplies,Envelopes,East,62.24,29.2528,8,2015,11
2015-07-27,Technology,Phones,South,29.97,0.2997,3,2015,7
2016-10-20,Technology,Phones,Central,125.7,35.196,6,2016,10
2016-10-20,Technology,Phones,Central,191.98,51.8346,2,2016,10
2016-10-20,Office Supplies,Storage,Central,20.86,1.4602,7,2016,10
2017-09-14,Office Supplies,Labels,West,56.7,26.082,9,2017,9
2017-12-23,Furniture,Furnishings,South,72.704,19.0848,4,2017,12
2017-12-23,Office Supplies,Art,South,12.264,1.0731,7,2017,12
2017-12-23,Office Supplies,Storage,South,218.352,-54.588,3,2017,12
2015-10-05,Furniture,Bookcases,West,66.294,-103.8606,1,2015,10
2015-10-05,Furniture,Chairs,West,291.168,-14.5584,4,2015,10
2014-11-02,Technology,Phones,Central,88.776,7.7679,3,2014,11
2016-01-22,Technology,Phones,East,110.376,-20.2356,4,2016,1
2016-01-22,Technology,Accessories,East,55.176,15.8631,3,2016,1
2017-07-11,Office Supplies,Art,Central,30.32,11.8248,4,2017,7
2017-09-11,Furniture,Chairs,West,177.568,8.8784,2,2017,9
2017-09-11,Office Supplies,Paper,West,19.44,9.3312,3,2017,9
2017-09-11,Office Supplies,Paper,West,71.28,34.2144,11,2017,9
2017-09-11,Office Supplies,Binders,West,1471.96,459.9875,5,2017,9
2017-09-11,Technology,Phones,West,79.96,-17.991,5,2017,9
2016-02-23,Office Supplies,Envelopes,East,57.576,21.591,3,2016,2
2016-01-22,Office Supplies,Binders,East,26.336,9.2176,4,2016,1
2015-12-12,Furniture,Furnishings,West,166.5,21.645,3,2015,12
2015-12-12,Office Supplies,Storage,West,360.38,93.6988,2,2015,12
2016-10-29,Office Supplies,Binders,West,11.744,3.8168,1,2016,10
2017-05-28,Furniture,Furnishings,East,247.44,101.4504,8,2017,5
2014-12-21,Office Supplies,Binders,South,18.24,-14.592,2,2014,12
2016-11-24,Office Supplies,Supplies,West,25.35,7.605,3,2016,11
2015-11-20,Office Supplies,Art,West,119.04,30.9504,6,2015,11
2015-11-20,Furniture,Furnishings,West,22.14,6.4206,3,2015,11
2015-11-20,Technology,Accessories,West,13.98,6.0114,2,2015,11
2017-05-29,Office Supplies,Binders,Central,43.41,19.9686,1,2017,5
2017-05-29,Furniture,Furnishings,Central,6.24,2.6208,3,2017,5
2017-05-29,Office Supplies,Appliances,Central,465.16,120.9416,2,2017,5
2017-05-29,Office Supplies,Paper,Central,7.98,3.99,1,2017,5
2014-12-02,Office Supplies,Appliances,Central,2.394,-6.3441,1,2014,12
2014-04-07,Office Supplies,Paper,South,58.32,27.9936,9,2014,4
2014-04-07,Technology,Phones,South,200.97,50.2425,3,2014,4
2015-09-08,Furniture,Furnishings,South,21.36,8.1168,8,2015,9
2017-09-09,Office Supplies,Labels,Central,9.856,3.4496,4,2017,9
2015-09-06,Office Supplies,Binders,South,3.444,-2.5256,1,2015,9
2017-11-02,Office Supplies,Supplies,East,384.592,-81.7258,2,2017,11
2015-03-28,Office Supplies,Envelopes,East,22.92,11.2308,3,2015,3
2015-08-13,Office Supplies,Binders,Central,11.36,5.5664,4,2015,8
2015-05-12,Office Supplies,Binders,West,14.592,4.9248,3,2015,5
2017-07-23,Office Supplies,Labels,East,41.4,19.872,4,2017,7
2016-09-24,Office Supplies,Binders,Central,442.372,-729.9138,7,2016,9
2017-05-05,Office Supplies,Binders,South,34.5,15.525,3,2017,5
2016-10-06,Office Supplies,Binders,Central,28.85,14.425,5,2016,10
2014-11-03,Office Supplies,Paper,South,3.488,1.1772,2,2014,11
2014-11-03,Office Supplies,Paper,South,143.856,48.5514,9,2014,11
2015-10-01,Technology,Phones,East,311.98,93.594,2,2015,10
2015-10-01,Office Supplies,Binders,East,22.45,10.327,5,2015,10
2017-12-02,Technology,Phones,West,39.992,-7.9984,1,2017,12
2017-12-02,Furniture,Chairs,West,1159.056,43.4646,9,2017,12
2017-12-02,Office Supplies,Art,West,179.9,44.975,5,2017,12
2017-12-11,Technology,Accessories,Central,116.312,23.2624,7,2017,12
2016-07-17,Furniture,Furnishings,West,12.42,4.4712,3,2016,7
2016-07-17,Technology,Accessories,West,428.4,89.964,3,2016,7
2016-07-17,Furniture,Furnishings,West,24.75,10.89,5,2016,7
2016-07-17,Office Supplies,Labels,West,87.71,41.2237,7,2016,7
2016-07-17,Office Supplies,Storage,West,69.52,17.38,2,2016,7
2016-07-17,Technology,Phones,West,20.784,-4.6764,2,2016,7
2016-07-17,Office Supplies,Binders,West,12.816,4.1652,3,2016,7
2017-05-12,Office Supplies,Labels,East,5.904,1.9926,2,2017,5
2015-11-20,Furniture,Furnishings,East,63.824,9.5736,2,2015,11
2015-11-20,Office Supplies,Storage,East,141.552,-26.541,3,2015,11
2016-09-24,Office Supplies,Envelopes,West,304.9,143.303,5,2016,9
2016-09-24,Furniture,Chairs,West,563.24,56.324,5,2016,9
2016-10-21,Furniture,Tables,East,661.176,-231.4116,2,2016,10
2016-10-24,Technology,Phones,South,239.976,17.9982,3,2016,10
2014-07-08,Furniture,Tables,West,502.488,-87.9354,3,2014,7
2014-07-08,Office Supplies,Binders,West,196.704,68.8464,6,2014,7
2015-03-13,Furniture,Chairs,West,915.136,102.9528,4,2015,3
2015-03-13,Furniture,Furnishings,West,327.76,91.7728,8,2015,3
2017-12-02,Furniture,Chairs,South,701.96,168.4704,2,2017,12
2015-04-22,Technology,Phones,West,88.776,7.7679,3,2015,4
2015-04-22,Office Supplies,Art,West,64.14,16.6764,3,2015,4
2014-09-16,Office Supplies,Binders,East,33.552,12.582,1,2014,9
2014-12-28,Office Supplies,Appliances,East,1737.18,503.7822,6,2014,12
2014-12-28,Office Supplies,Storage,East,704.25,84.51,5,2014,12
2014-12-28,Office Supplies,Paper,East,141.76,66.6272,4,2014,12
2014-10-21,Office Supplies,Binders,West,36.36,12.2715,3,2014,10
2017-11-30,Furniture,Furnishings,West,25.83,9.5571,3,2017,11
2014-06-06,Office Supplies,Binders,Central,24.588,-38.1114,3,2014,6
2014-06-06,Office Supplies,Envelopes,Central,13.984,4.7196,2,2014,6
2017-11-23,Technology,Phones,Central,195.96,19.596,5,2017,11
2017-06-18,Office Supplies,Paper,Central,74.352,23.235,3,2017,6
2017-05-05,Office Supplies,Paper,East,6.68,3.2064,1,2017,5
2016-11-04,Office Supplies,Supplies,West,17.584,-4.1762,7,2016,11
2016-11-04,Furniture,Chairs,West,104.784,-14.4078,1,2016,11
2016-11-04,Office Supplies,Paper,West,47.952,16.7832,3,2016,11
2016-11-04,Furniture,Chairs,West,650.352,-97.5528,3,2016,11
2016-11-04,Office Supplies,Labels,West,629.184,228.0792,8,2016,11
2016-11-04,Office Supplies,Paper,West,15.176,5.3116,1,2016,11
2014-09-11,Furniture,Furnishings,West,127.95,21.7515,3,2014,9
2017-02-16,Office Supplies,Storage,East,579.51,81.1314,3,2017,2
2017-02-16,Technology,Phones,East,14.99,7.3451,1,2017,2
2014-11-24,Office Supplies,Art,Central,151.92,45.576,4,2014,11
2014-11-24,Office Supplies,Labels,Central,196.62,96.3438,2,2014,11
2014-11-24,Office Supplies,Paper,Central,144.12,69.1776,3,2014,11
